name;risk
0000750.jpg;0,817870685
0000758.jpg;0,611226087
0000763.jpg;0,309854807
0000764.jpg;0,88028041
0000766.jpg;0,495916992
0000772.jpg;0,135838644
0000773.jpg;0,930410784
0000774.jpg;0,561343508
0000776.jpg;0,170178585
0000777.jpg;0,428541898
0000779.jpg;0,746869338
0000781.jpg;0,954484993
0000784.jpg;0,933506458
0000785.jpg;0,146148292
0000786.jpg;0,22315548
0000788.jpg;0,284076443
0000789.jpg;0,833353786
0000791.jpg;0,645029675
0000792.jpg;0,518098629
0000795.jpg;0,93852593
0000797.jpg;0,893233059
0000798.jpg;0,21889452
0000805.jpg;0,324482383
0000806.jpg;0,199665958
0000807.jpg;0,229957769
0000810.jpg;0,741097399
0000815.jpg;0,044433326
0000816.jpg;0,431104696
0000817.jpg;0,708761471
0000836.jpg;0,319037633
0000837.jpg;0,094993433
0000840.jpg;0,079869238
0000841.jpg;0,393952458
0000842.jpg;0,60452875
0000843.jpg;0,840118547
0000846.jpg;0,203400164
0000853.jpg;0,956681575
0000858.jpg;0,013557568
0000863.jpg;0,628674741
0000866.jpg;0,892783038
0000868.jpg;0,284744596
0000871.jpg;0,258674595
0000876.jpg;0,836601179
0000882.jpg;0,547733121
0000885.jpg;0,23223404
0000889.jpg;0,39607786
0000896.jpg;0,826938142
0000897.jpg;0,928167897
0000898.jpg;0,859309062
0000903.jpg;0,384019185
0000904.jpg;0,21907328
0000911.jpg;0,269123875
0000918.jpg;0,182388599
0000920.jpg;0,580117254
0000929.jpg;0,299107324
0000930.jpg;0,519390616
0000931.jpg;0,466545251
0000933.jpg;0,094814602
0000934.jpg;0,506976665
0000942.jpg;0,656690783
0000944.jpg;0,833579501
0000945.jpg;0,503521203
0000949.jpg;0,159863642
0000950.jpg;0,127336174
0000952.jpg;0,838152238
0000954.jpg;0,041127251
0000955.jpg;0,243404751
0000957.jpg;0,817924759
0000958.jpg;0,642782894
0000959.jpg;0,520933978
0000966.jpg;0,378067154
0000971.jpg;0,024010996
0000974.jpg;0,046131133
0000975.jpg;0,685132706
0000976.jpg;0,598478662
0000977.jpg;0,217459819
0000978.jpg;0,476353704
0000982.jpg;0,183515566
0000992.jpg;0,358848125
0000995.jpg;0,574274641
0000999.jpg;0,52873731
0001000.jpg;0,693826036
0001003.jpg;0,668186383
0001007.jpg;0,370465082
0001009.jpg;0,669642916
0001011.jpg;0,807799432
0001016.jpg;0,472463124
0001021.jpg;0,758624846
0001028.jpg;0,027480682
0001029.jpg;0,892741489
0001033.jpg;0,298167651
0001037.jpg;0,951917118
0001041.jpg;0,162577578
0001043.jpg;0,919701087
0001045.jpg;0,094943259
0001046.jpg;0,251559616
0001048.jpg;0,396982915
0001053.jpg;0,756618047
0001056.jpg;0,785421148
0001057.jpg;0,763549027
0001065.jpg;0,890374802
0001072.jpg;0,998271392
0001074.jpg;0,521128618
0001078.jpg;0,816026869
0001081.jpg;0,755822619
0001084.jpg;0,122330997
0001085.jpg;0,221113542
0001086.jpg;0,836653176
0001088.jpg;0,848997635
0001094.jpg;0,35677431
0001097.jpg;0,88608623
0001100.jpg;0,240850348
0001106.jpg;0,94638254
0001109.jpg;0,101813956
0001111.jpg;0,712593145
0001118.jpg;0,398505562
0001121.jpg;0,942079708
0001124.jpg;0,845090929
0001127.jpg;0,136556707
0001128.jpg;0,426654259
0001134.jpg;0,982657871
0001137.jpg;0,433278918
0001140.jpg;0,829891264
0001141.jpg;0,644756451
0001146.jpg;0,18156332
0001147.jpg;0,627563363
0001152.jpg;0,172561137
0001153.jpg;0,897123039
0001157.jpg;0,27610783
0001160.jpg;0,976395021
0001162.jpg;0,061049044
0001164.jpg;0,860223796
0001165.jpg;0,339656727
0001170.jpg;0,225382102
0001171.jpg;0,314967361
0001184.jpg;0,626004023
0001186.jpg;0,344960135
0001187.jpg;0,532586491
0001190.jpg;0,728904043
0001191.jpg;0,93727159
0001192.jpg;0,406660545
0001196.jpg;0,868639293
0001197.jpg;0,724474856
0001200.jpg;0,780814068
0001201.jpg;0,437276057
0001202.jpg;0,671644803
0001203.jpg;0,888713631
0001211.jpg;0,777585719
0001212.jpg;0,470616224
0001214.jpg;0,536088605
0001217.jpg;0,435110582
0001218.jpg;0,519769426
0001219.jpg;0,811285542
0001222.jpg;0,631478193
0001225.jpg;0,541951527
0001226.jpg;0,937697437
0001228.jpg;0,920752703
0001232.jpg;0,063902708
0001234.jpg;0,017315656
0001235.jpg;0,806287561
0001237.jpg;0,066819893
0001239.jpg;0,194104704
0001243.jpg;0,441676683
0001245.jpg;0,204664288
0001247.jpg;0,752344711
0001248.jpg;0,876663072
0001249.jpg;0,316527042
0001250.jpg;0,27237818
0001254.jpg;0,856187639
0001256.jpg;0,200153383
0001260.jpg;0,522590209
0001261.jpg;0,462558117
0001262.jpg;0,866700006
0001265.jpg;0,930359756
0001266.jpg;0,01647139
0001269.jpg;0,205602459
0001275.jpg;0,318240952
0001280.jpg;0,936072689
0001283.jpg;0,325140768
0001289.jpg;0,606812196
0001290.jpg;0,690559519
0001292.jpg;0,19848189
0001297.jpg;0,269705606
0001298.jpg;0,902952594
0001300.jpg;0,155865479
0001301.jpg;0,949012247
0001302.jpg;0,488196627
0001306.jpg;0,928018159
0001311.jpg;0,739211752
0001315.jpg;0,913966176
0001318.jpg;0,022846644
0001320.jpg;0,911838014
0001322.jpg;0,92681611
0001324.jpg;0,963077471
0001326.jpg;0,991395423
0001329.jpg;0,934843732
0001330.jpg;0,563930253
0001335.jpg;0,820835737
0001336.jpg;0,481646897
0001337.jpg;0,389286119
0001338.jpg;0,547608655
0001343.jpg;0,731005558
0001347.jpg;0,845394191
0001349.jpg;0,844728337
0001351.jpg;0,820844234
0001354.jpg;0,242164118
0001356.jpg;0,076910943
0001358.jpg;0,512126782
0001359.jpg;0,275185878
0001364.jpg;0,592935563
0001371.jpg;0,469781922
0001378.jpg;0,835254025
0001381.jpg;0,133989585
0001384.jpg;0,711017505
0001387.jpg;0,435779388
0001390.jpg;0,31521063
0001392.jpg;0,138277483
0001395.jpg;0,956509463
0001400.jpg;0,161842281
0001406.jpg;0,670783024
0001408.jpg;0,318688111
0001414.jpg;0,079856422
0001415.jpg;0,075105097
0001421.jpg;0,294609419
0001422.jpg;0,079948805
0001425.jpg;0,58454034
0001427.jpg;0,647269521
0001428.jpg;0,760833691
0001429.jpg;0,136008487
0001430.jpg;0,671446782
0001431.jpg;0,930487464
0001436.jpg;0,407541835
0001438.jpg;0,775474751
0001440.jpg;0,752885255
0001443.jpg;0,771436705
0001445.jpg;0,683783403
0001448.jpg;0,090258387
0001449.jpg;0,893022231
0001450.jpg;0,019664875
0001451.jpg;0,481475883
0001454.jpg;0,254742107
0001465.jpg;0,792582766
0001470.jpg;0,249050416
0001475.jpg;0,607734624
0001479.jpg;0,213813402
0001480.jpg;0,787850529
0001481.jpg;0,376438863
0001488.jpg;0,338980486
0001504.jpg;0,023214888
0001505.jpg;0,392166285
0001507.jpg;0,878434876
0001510.jpg;0,097293195
0001513.jpg;0,298908692
0001514.jpg;0,744153062
0001516.jpg;0,407841637
0001519.jpg;0,864732072
0001520.jpg;0,134420795
0001527.jpg;0,42263903
0001530.jpg;0,525492989
0001538.jpg;0,945061094
0001543.jpg;0,633802481
0001544.jpg;0,802806617
0001546.jpg;0,550668758
0001562.jpg;0,667173211
0001563.jpg;0,456658218
0001565.jpg;0,816499994
0001570.jpg;0,631739761
0001571.jpg;0,676655043
0001575.jpg;0,801379992
0001576.jpg;0,106533562
0001577.jpg;0,680617516
0001580.jpg;0,643172622
0001581.jpg;0,601207347
0001584.jpg;0,550374122
0001586.jpg;0,096759153
0001591.jpg;0,840441589
0001592.jpg;0,714214567
0001595.jpg;0,395107657
0001596.jpg;0,555190774
0001598.jpg;0,833691409
0001599.jpg;0,559279372
0001603.jpg;0,393722896
0001605.jpg;0,203824356
0001608.jpg;0,455154189
0001609.jpg;0,746017772
0001611.jpg;0,31422124
0001617.jpg;0,270073432
0001619.jpg;0,035411525
0001626.jpg;0,902194878
0001630.jpg;0,752492794
0001632.jpg;0,309618129
0001635.jpg;0,463194141
0001636.jpg;0,802691367
0001637.jpg;0,019477985
0001639.jpg;0,005083255
0001642.jpg;0,431015635
0001646.jpg;0,802225042
0001652.jpg;0,514106362
0001655.jpg;0,688855715
0001658.jpg;0,953435328
0001660.jpg;0,830540602
0001661.jpg;0,881734781
0001672.jpg;0,750857654
0001679.jpg;0,144171932
0001684.jpg;0,336960526
0001685.jpg;0,771679543
0001687.jpg;0,199873453
0001688.jpg;0,324690225
0001690.jpg;0,865974828
0001695.jpg;0,640058092
0001696.jpg;0,668722447
0001703.jpg;0,02033083
0001704.jpg;0,402124461
0001705.jpg;0,229105715
0001706.jpg;0,410231035
0001708.jpg;0,296530813
0001709.jpg;0,108328349
0001710.jpg;0,699241071
0001718.jpg;0,963258097
0001720.jpg;0,003807167
0001723.jpg;0,751870231
0001725.jpg;0,715132749
0001729.jpg;0,049623566
0001737.jpg;0,411509982
0001743.jpg;0,72049046
0001748.jpg;0,556829513
0001750.jpg;0,158641362
0001756.jpg;0,348956077
0001758.jpg;0,042013954
0001762.jpg;0,342437381
0001768.jpg;0,321846
0001770.jpg;0,422299855
0001771.jpg;0,783954312
0001772.jpg;0,497842844
0001773.jpg;0,787522792
0001775.jpg;0,982917526
0001778.jpg;0,781707677
0001780.jpg;0,081145458
0001782.jpg;0,160815745
0001784.jpg;0,976771394
0001788.jpg;0,892746765
0001789.jpg;0,363306758
0001791.jpg;0,414049196
0001795.jpg;0,265147221
0001803.jpg;0,075090228
0001808.jpg;0,150993757
0001809.jpg;0,659399692
0001812.jpg;0,278643026
0001816.jpg;0,313411725
0001819.jpg;0,10237879
0001820.jpg;0,1359706
0001821.jpg;0,283440241
0001825.jpg;0,107382256
0001826.jpg;0,307515265
0001831.jpg;0,611855883
0001832.jpg;0,201972117
0001836.jpg;0,06501323
0001841.jpg;0,965003432
0001844.jpg;0,961521948
0001852.jpg;0,521436869
0001854.jpg;0,651966852
0001856.jpg;0,720436726
0001862.jpg;0,144977534
0001873.jpg;0,343698188
0001876.jpg;0,470694983
0001884.jpg;0,399832507
0001888.jpg;0,791347746
0001889.jpg;0,735525358
0001891.jpg;0,170084813
0001892.jpg;0,063661823
0001893.jpg;0,113715946
0001894.jpg;0,457178255
0001898.jpg;0,053495713
0001900.jpg;0,504113309
0001902.jpg;0,173977396
0001903.jpg;0,436225768
0001912.jpg;0,983670994
0001918.jpg;0,942045431
0001919.jpg;0,289721225
0001921.jpg;0,368714425
0001922.jpg;0,393659234
0001926.jpg;0,495096719
0001927.jpg;0,181158237
0001934.jpg;0,373639229
0001935.jpg;0,073046525
0001937.jpg;0,350735197
0001940.jpg;0,057775784
0001946.jpg;0,361313463
0001952.jpg;0,232164438
0001955.jpg;0,752910996
0001959.jpg;0,177803552
0001961.jpg;0,081744743
0001963.jpg;0,741061959
0001967.jpg;0,39645223
0001969.jpg;0,053419392
0001970.jpg;0,64322145
0001973.jpg;0,700031238
0001975.jpg;0,852645045
0001992.jpg;0,576272959
0001993.jpg;0,8350197
0001995.jpg;0,994561683
0002000.jpg;0,954258921
0002001.jpg;0,810414723
0002006.jpg;0,551445946
0002009.jpg;0,084099702
0002012.jpg;0,847913532
0002013.jpg;0,491252036
0002016.jpg;0,389570801
0002028.jpg;0,042274276
0002032.jpg;0,905276926
0002033.jpg;0,58747291
0002034.jpg;0,127375568
0002037.jpg;0,495552521
0002038.jpg;0,245966838
0002039.jpg;0,58202641
0002045.jpg;0,891283632
0002047.jpg;0,114729955
0002048.jpg;0,566282522
0002058.jpg;0,365754815
0002059.jpg;0,576225688
0002063.jpg;0,234514179
0002064.jpg;0,160125286
0002065.jpg;0,894078607
0002067.jpg;0,13013347
0002073.jpg;0,586089679
0002074.jpg;0,402927133
0002076.jpg;0,936085096
0002077.jpg;0,39521873
0002078.jpg;0,531355592
0002082.jpg;0,490835819
0002084.jpg;0,960799094
0002086.jpg;0,905402927
0002090.jpg;0,298512714
0002091.jpg;0,92103332
0002093.jpg;0,971512111
0002095.jpg;0,251906549
0002097.jpg;0,938957393
0002098.jpg;0,271857571
0002100.jpg;0,531201786
0002101.jpg;0,85410406
0002105.jpg;0,033321
0002110.jpg;0,650916118
0002112.jpg;0,102315849
0002113.jpg;0,162073282
0002118.jpg;0,163585582
0002120.jpg;0,19231875
0002121.jpg;0,537770434
0002122.jpg;0,94329704
0002124.jpg;0,988873484
0002125.jpg;0,533612289
0002128.jpg;0,716411342
0002133.jpg;0,124636391
0002134.jpg;0,876699074
0002141.jpg;0,290225496
0002142.jpg;0,184068084
0002146.jpg;0,224074945
0002147.jpg;0,57502499
0002150.jpg;0,882185589
0002153.jpg;0,53079982
0002156.jpg;0,370545301
0002160.jpg;0,504562332
0002161.jpg;0,481423575
0002166.jpg;0,556383448
0002169.jpg;0,681643466
0002171.jpg;0,298651953
0002173.jpg;0,682285335
0002178.jpg;0,734717276
0002181.jpg;0,523438155
0002182.jpg;0,023428543
0002186.jpg;0,084580781
0002190.jpg;0,125486399
0002191.jpg;0,72934698
0002201.jpg;0,655582303
0002205.jpg;0,264346025
0002206.jpg;0,358333395
0002208.jpg;0,344731311
0002211.jpg;0,914344153
0002216.jpg;0,343032044
0002218.jpg;0,454081222
0002223.jpg;0,553774517
0002227.jpg;0,70011167
0002228.jpg;0,680227998
0002229.jpg;0,493484865
0002231.jpg;0,515317732
0002232.jpg;0,479729309
0002233.jpg;0,241788875
0002236.jpg;0,859819142
0002239.jpg;0,95343222
0002255.jpg;0,675375018
0002256.jpg;0,277265218
0002257.jpg;0,579219934
0002260.jpg;0,34877765
0002262.jpg;0,700894472
0002263.jpg;0,923894915
0002269.jpg;0,014379243
0002278.jpg;0,716730404
0002284.jpg;0,633045702
0002285.jpg;0,368516561
0002286.jpg;0,088317836
0002287.jpg;0,762114059
0002288.jpg;0,911802085
0002289.jpg;0,997344911
0002293.jpg;0,420471987
0002296.jpg;0,702743105
0002298.jpg;0,204901457
0002299.jpg;0,578863223
0002302.jpg;0,242342311
0002306.jpg;0,412593938
0002308.jpg;0,095336376
0002309.jpg;0,817167431
0002310.jpg;0,151831573
0002312.jpg;0,297416125
0002314.jpg;0,474129536
0002318.jpg;0,083467083
0002319.jpg;0,977949978
0002320.jpg;0,207904566
0002321.jpg;0,023539509
0002324.jpg;0,426082369
0002327.jpg;0,768396513
0002330.jpg;0,615350672
0002332.jpg;0,547320999
0002333.jpg;0,609671476
0002335.jpg;0,827806624
0002339.jpg;0,375861507
0002346.jpg;0,866067713
0002350.jpg;0,48814465
0002354.jpg;0,472641801
0002357.jpg;0,135947069
0002358.jpg;0,790945853
0002363.jpg;0,07047537
0002365.jpg;0,226231633
0002366.jpg;0,631086979
0002367.jpg;0,880197459
0002372.jpg;0,578911908
0002374.jpg;0,234738126
0002380.jpg;0,519705188
0002381.jpg;0,799683882
0002384.jpg;0,821741745
0002385.jpg;0,084088195
0002386.jpg;0,519538011
0002388.jpg;0,964609847
0002389.jpg;0,305659175
0002396.jpg;0,876890972
0002398.jpg;0,908678296
0002400.jpg;0,38500767
0002401.jpg;0,285891011
0002403.jpg;0,460662134
0002411.jpg;0,333340762
0002412.jpg;0,016377171
0002415.jpg;0,248129035
0002418.jpg;0,152946086
0002420.jpg;0,358720101
0002427.jpg;0,694043261
0002429.jpg;0,748520389
0002434.jpg;0,960233334
0002437.jpg;0,101505685
0002443.jpg;0,662740634
0002444.jpg;0,392304797
0002445.jpg;0,035457533
0002449.jpg;0,539047414
0002452.jpg;0,61300967
0002457.jpg;0,171113717
0002459.jpg;0,523308684
0002461.jpg;0,265924818
0002463.jpg;0,964437509
0002468.jpg;0,699485576
0002469.jpg;0,907920827
0002470.jpg;0,309984493
0002472.jpg;0,950359449
0002483.jpg;0,726232866
0002490.jpg;0,895128374
0002492.jpg;0,685651122
0002493.jpg;0,241958681
0002496.jpg;0,638366755
0002499.jpg;0,936611106
0002502.jpg;0,822595161
0002505.jpg;0,832441143
0002508.jpg;0,565246985
0002511.jpg;0,050706534
0002512.jpg;0,961026228
0002519.jpg;0,11047916
0002521.jpg;0,626957295
0002522.jpg;0,194568468
0002531.jpg;0,364095978
0002533.jpg;0,606286365
0002535.jpg;0,558066358
0002536.jpg;0,47355948
0002537.jpg;0,111952574
0002538.jpg;0,35836248
0002544.jpg;0,376301279
0002545.jpg;0,895494793
0002546.jpg;0,839341645
0002548.jpg;0,627344484
0002550.jpg;0,886128552
0002554.jpg;0,889390516
0002556.jpg;0,279917937
0002557.jpg;0,410323865
0002559.jpg;0,400659048
0002567.jpg;0,412943661
0002574.jpg;0,215856239
0002591.jpg;0,132468229
0002595.jpg;0,759413788
0002604.jpg;0,082869136
0002605.jpg;0,422546423
0002609.jpg;0,619113712
0002613.jpg;0,444033116
0002614.jpg;0,30114332
0002617.jpg;0,91792895
0002619.jpg;0,998160652
0002620.jpg;0,499128452
0002624.jpg;0,844820426
0002631.jpg;0,231003664
0002633.jpg;0,859043238
0002634.jpg;0,182811279
0002638.jpg;0,226266181
0002644.jpg;0,63833621
0002645.jpg;0,317044395
0002646.jpg;0,504617703
0002652.jpg;0,156248053
0002655.jpg;0,791504668
0002657.jpg;0,149994047
0002658.jpg;0,867375142
0002661.jpg;0,334433325
0002664.jpg;0,599967538
0002666.jpg;0,208453595
0002668.jpg;0,220733625
0002674.jpg;0,248019719
0002677.jpg;0,75780808
0002678.jpg;0,682139366
0002679.jpg;0,746118827
0002684.jpg;0,397585113
0002685.jpg;0,432071459
0002686.jpg;0,295887056
0002690.jpg;0,460895602
0002691.jpg;0,035413423
0002692.jpg;0,074261904
0002694.jpg;0,344387567
0002697.jpg;0,015497927
0002698.jpg;0,341971184
0002699.jpg;0,984791406
0002703.jpg;0,070445639
0002704.jpg;0,28191179
0002706.jpg;0,021323459
0002714.jpg;0,359328979
0002720.jpg;0,345390605
0002728.jpg;0,664464692
0002729.jpg;0,195857524
0002737.jpg;0,230583829
0002740.jpg;0,084882813
0002743.jpg;0,895653137
0002750.jpg;0,889614441
0002753.jpg;0,471971911
0002754.jpg;0,956357476
0002755.jpg;0,371073181
0002762.jpg;0,470481837
0002769.jpg;0,860195216
0002772.jpg;0,72360104
0002773.jpg;0,032397012
0002775.jpg;0,514242399
0002778.jpg;0,69823553
0002780.jpg;0,204365317
0002781.jpg;0,76490128
0002782.jpg;0,9523292
0002787.jpg;0,572811611
0002790.jpg;0,405025133
0002792.jpg;0,645271283
0002794.jpg;0,342175319
0002800.jpg;0,743814059
0002801.jpg;0,391084493
0002803.jpg;0,468696103
0002807.jpg;0,429477119
0002808.jpg;0,144891396
0002810.jpg;0,202027074
0002819.jpg;0,733508185
0002820.jpg;0,203346476
0002821.jpg;0,436979119
0002825.jpg;0,597792008
0002827.jpg;0,127017004
0002829.jpg;0,474941287
0002830.jpg;0,377630646
0002831.jpg;0,618148247
0002835.jpg;0,124179946
0002840.jpg;0,440420317
0002841.jpg;0,567490324
0002842.jpg;0,2607238
0002844.jpg;0,067392522
0002851.jpg;0,560028519
0002853.jpg;0,845313855
0002854.jpg;0,236884695
0002855.jpg;0,226285607
0002858.jpg;0,573849425
0002860.jpg;0,587487468
0002862.jpg;0,586663778
0002870.jpg;0,036253912
0002873.jpg;0,523109428
0002877.jpg;0,025677328
0002878.jpg;0,64527615
0002884.jpg;0,512156241
0002887.jpg;0,83839163
0002889.jpg;0,594925385
0002893.jpg;0,576545225
0002895.jpg;0,216175496
0002897.jpg;0,05563554
0002898.jpg;0,472045457
0002899.jpg;0,790578161
0002901.jpg;0,592421146
0002904.jpg;0,078595518
0002908.jpg;0,418166384
0002915.jpg;0,646826003
0002916.jpg;0,138111416
0002917.jpg;0,096399743
0002919.jpg;0,303032955
0002924.jpg;0,205269838
0002926.jpg;0,734146073
0002927.jpg;0,234758491
0002929.jpg;0,871184885
0002930.jpg;0,852093257
0002931.jpg;0,213223742
0002932.jpg;0,99670408
0002933.jpg;0,582662127
0002937.jpg;0,995922855
0002941.jpg;0,200226388
0002944.jpg;0,409833841
0002947.jpg;0,138124549
0002948.jpg;0,4247903
0002963.jpg;0,439755364
0002967.jpg;0,098753496
0002968.jpg;0,452615001
0002970.jpg;0,472123037
0002971.jpg;0,652996314
0002973.jpg;0,196844065
0002975.jpg;0,298488372
0002977.jpg;0,355442997
0002979.jpg;0,749357719
0002981.jpg;0,988143056
0002984.jpg;0,718601115
0002986.jpg;0,329548355
0002988.jpg;0,383932353
0002993.jpg;0,119138283
0003000.jpg;0,640288977
0003003.jpg;0,890236443
0003004.jpg;0,874338986
0003008.jpg;0,488501836
0003011.jpg;0,019484331
0003018.jpg;0,66945786
0003024.jpg;0,14403303
0003028.jpg;0,813039313
0003030.jpg;0,42383629
0003033.jpg;0,509849155
0003040.jpg;0,983834227
0003041.jpg;0,761356996
0003044.jpg;0,723601676
0003047.jpg;0,759181235
0003048.jpg;0,560604186
0003050.jpg;0,933783146
0003053.jpg;0,903759258
0003054.jpg;0,997370362
0003055.jpg;0,347645959
